model_name,size,seed,quant,rep,accuracy,f1,throughput,latency,gpu_peak_mem_mb,cpu_rss_mb,param_count,param_mem_mb,vm_instance
hpieris/VibeLlama-1b-seed-555,1,555.0,4bit,1,0.9373040752351096,0.9374699374699376,12.87395383293326,0.0776762145473808,1114.0,1995.91015625,750979072,971.62890625,eval_03
hpieris/VibeLlama-3b-seed-42,3,42.0,4bit,1,0.9520135037376416,0.9519903498190592,7.524998789423742,0.1328903868271026,2304.0,3015.66796875,1808051200,2113.333984375,eval_03
hpieris/VibeLlama-3b-seed-123,3,123.0,4bit,1,0.9539426091150228,0.9540754989180092,7.495262570718507,0.1334176075307444,2304.0,3018.35546875,1808051200,2113.333984375,eval_03
hpieris/VibeLlama-3b-seed-456,3,456.0,4bit,1,0.951048951048951,0.9510253317249698,7.442938672951024,0.134355534008923,2304.0,3266.66015625,1808051200,2113.333984375,eval_03
hpieris/VibeLlama-3b-seed-789,3,789.0,4bit,1,0.9503255365324332,0.9505045651129264,7.494084569188937,0.1334385795579869,2304.0,3231.58984375,1808051200,2113.333984375,eval_03
hpieris/VibeLlama-3b-seed-555,3,555.0,4bit,1,0.9515312273932964,0.951624548736462,7.500650613365954,0.1333217678767795,2304.0,3251.28125,1808051200,2113.333984375,eval_03
hpieris/VibeLlama-11b-seed-42,11,42.0,4bit,1,0.9578008198697854,0.9576578756351318,6.63512484849563,0.1507130646119987,6644.0,2413.484375,5421635600,6197.199249267578,eval_03
hpieris/VibeLlama-11b-seed-123,11,123.0,4bit,1,0.9590065107306488,0.9589570255915016,6.623445368907074,0.1509788251133426,6644.0,2704.6171875,5421635600,6197.199249267578,eval_03
hpieris/VibeLlama-11b-seed-456,11,456.0,4bit,1,0.9604533397636846,0.960538979788258,6.575393844191282,0.1520821449932466,6644.0,2707.640625,5421635600,6197.199249267578,eval_03
hpieris/VibeLlama-11b-seed-789,11,789.0,4bit,1,0.9585242343863032,0.9588122605363985,6.606423374625541,0.1513678344989025,6644.0,2652.19140625,5421635600,6197.199249267578,eval_03
hpieris/VibeLlama-11b-seed-555,11,555.0,4bit,1,0.9582830962141308,0.9580402619451855,6.609817696911279,0.1512901029732322,6644.0,2548.71875,5421635600,6197.199249267578,eval_03
meta-llama/Llama-3.2-1B-Instruct,1,,bf16,1,0.5145888594164456,0.1473951715374841,3.964069499329284,0.252266011019534,2912.0,2312.5,1235814400,2357.12890625,eval_03
meta-llama/Llama-3.2-1B-Instruct,1,,4bit,1,0.506631299734748,0.0275665399239543,3.52094646533164,0.2840145426368501,1108.0,2499.7265625,749275136,965.12890625,eval_03
meta-llama/Llama-3.2-3B-Instruct,3,,bf16,1,0.5032553653243308,0.0134099616858237,1.1244714685904222,0.8893066902387011,6976.0,2314.18359375,3212749824,6127.833984375,eval_03
meta-llama/Llama-3.2-3B-Instruct,3,,4bit,1,0.5107306486616832,0.0433757661480433,0.6303273168438026,1.586477332137905,2306.0,3273.89453125,1803463680,2095.833984375,eval_03
meta-llama/Llama-3.2-11B-Vision-Instruct,11,,bf16,1,0.6054979503255365,0.3497615262321145,3.648761714596472,0.2740655812078956,18790.0,2656.59765625,9775192080,18644.699249267574,eval_03
meta-llama/Llama-3.2-11B-Vision-Instruct,11,,4bit,1,0.7612732095490716,0.6878940731399747,6.615088142916147,0.1511695654533134,6618.0,3464.75,5413115920,6164.699249267578,eval_03
